"package","D.Obs","P0","P1"
"fonts.ukij.uyghur",2.53522874412521,0.2175,0.7125
"fonts.unfonts.extra",2.60623578506012,0.0325,0.8575
"fonts.uralic",2.82191774130923,0.095,0.8125
"fonts.vollkorn",1.05143468653467,0.32,0.515
"fonts.wqy.zenhei",4.38045640892436,0.1075,0.7825
"foobillard",3.14525442490509,0.0525,0.88
"foo.yc",-0.539593734426191,0.545,0.325
"fortune.mod",0.305478858540461,0.445,0.1725
"fortunes.min",-0.648556693497366,0.72,0.08
"four.in.a.row",2.10203569328569,0.0675,0.8025
"fprint.demo",-4.11687162407893,0.87,0.055
"freealchemist",5.98033553307497,0,0.9575
"freeciv.client.gtk",4.29404951279439,0.105,0.81
"freeciv.data",3.4945621689667,0.1,0.76
"freeciv.server",3.21648993128603,0.095,0.7525
"freehdl",-1.97043609947684,0.885,0.0675
"freemind",-0.409698113565996,0.585,0.185
"freemind.browser",6.07939132832943,0.0425,0.8775
"freemind.doc",1.13610348551226,0.3725,0.5075
"freeradius.common",3.23193345954607,0.0975,0.755
"freeradius.utils",3.12497036616043,0.0725,0.7975
"freerdp.x",1.3225776310812,0.05,0.7125
"fritzing",-0.581371910194049,0.695,0.0775
"fritzing.data",-0.762172644893358,0.7275,0.0725
"fslint",0.835657370138694,0.4175,0.4325
"fswebcam",3.53237636355118,0.0975,0.785
"ftplib",2.2292167929858,0.04,0.8525
"ftp.ssl",0.369122394415713,0.4625,0.385
"fuse.modules",-3.44858328424483,0.9,0.0175
"fvwm",0.484563778822055,0.44,0.3625
"fvwm.icons",0.499712006792037,0.4475,0.41
"galculator",1.35763338909205,0.0225,0.715
"galternatives",-0.141118162488877,0.5575,0.165
"gambas",-3.2164104153076,0.895,0.0425
"gambas.dev",-3.25009390703842,0.8825,0.07
"gambas.gb.chart",-2.53968549321225,0.8775,0.0525
"gambas.gb.compress",-3.21592104488071,0.8675,0.0375
"gambas.gb.compress.bzlib",-2.73656229522719,0.86,0.0425
"gambas.gb.compress.zlib",-2.03247181761105,0.8625,0.055
"gambas.gb.crypt",-2.9342565825624,0.8625,0.0575
"gambas.gb.db",-3.54950194583611,0.8975,0.0525
"gambas.gb.db.form",-2.89448274140793,0.8925,0.0475
"gambas.gb.db.mysql",-3.48639477585734,0.89,0.06
"gambas.gb.db.odbc",-2.82300016543531,0.9,0.0525
"gambas.gb.db.postgresql",-2.47715322783173,0.86,0.0425
"gambas.gb.db.sqlite",-1.86178182508735,0.8475,0.05
"gambas.gb.desktop",-5.1415556774457,0.8975,0.065
"gambas.gb.form",-3.04504577678284,0.865,0.0625
"gambas.gb.form.dialog",-5.07404153832396,0.9075,0.055
"gambas.gb.form.mdi",-3.50767378470182,0.8775,0.0575
"gambas.gb.gtk",-3.30961090089265,0.8675,0.0675
"gambas.gb.gui",-2.80669967132401,0.8525,0.045
"gambas.gb.image",-2.02523166234549,0.855,0.0375
"gambas.gb.net",-2.89438435449398,0.8925,0.04
"gambas.gb.net.curl",-2.50731222109194,0.87,0.045
"gambas.gb.net.smtp",-2.94822732901914,0.885,0.045
"gambas.gb.opengl",-3.23292125480273,0.8975,0.075
"gambas.gb.pcre",-2.75017402428561,0.875,0.055
"gambas.gb.pdf",-4.25171122691344,0.8825,0.0675
"gambas.gb.qt",-3.74222165871643,0.87,0.0675
"gambas.gb.qt.ext",-3.81670836207967,0.8975,0.0425
"gambas.gb.qt.opengl",-2.34217060425283,0.8575,0.05
"gambas.gb.report",-3.99541677577063,0.895,0.0675
"gambas.gb.sdl",-3.1653454202797,0.8775,0.045
"gambas.gb.sdl.sound",-2.75094785568343,0.87,0.0425
"gambas.gb.settings",-3.58681178162993,0.88,0.055
"gambas.gb.vb",-3.66052309114243,0.9025,0.0625
"gambas.gb.web",-2.4518401077129,0.8675,0.0425
"gambas.gb.xml",-3.53567590149513,0.905,0.05
"gambas.gb.xml.rpc",-4.1915578671252,0.9,0.0625
"gambas.gb.xml.xslt",-2.4701951813636,0.865,0.0575
"gambas.ide",-3.32182492402378,0.895,0.0425
"gambas.runtime",-2.89239032983656,0.8775,0.055
"gamine",2.24418563461506,0.085,0.7825
"gamine.data",2.50029435178654,0.085,0.8175
"gammu",3.30449206523324,0.1075,0.7625
"ganglia.monitor",1.1825655568968,0.3725,0.51
"ganglia.webfrontend",1.03157293676723,0.33,0.4825
"gbrainy",-0.833514002107465,0.61,0.1975
"gcompris.sound.de",3.95779128718767,0.0975,0.8075
"gcompris.sound.es",-0.607464093067815,0.66,0.1475
"gconf.defaults.service",0.619968215495838,0.345,0.3425
"gcstar",-3.0386386816397,0.8975,0.02
"gdb.minimal",2.11523427854019,0.285,0.6175
"gdebi.kde",-0.474692398638505,0.595,0.21
"gdesklets",1.11305998887687,0.395,0.47
"gdis",1.17820118256315,0.3725,0.535
"gdis.data",1.30323787497062,0.405,0.505
"geany.plugin.addons",-2.52977681023546,0.85,0.0575
"geany.plugin.codenav",-2.35600420389482,0.875,0.0425
"geany.plugin.debugger",-2.43784546971574,0.85,0.0475
"geany.plugin.doc",-3.16349577951116,0.8525,0.05
"geany.plugin.extrasel",-3.17872238127795,0.8725,0.0475
"geany.plugin.gendoc",-4.8137853491894,0.89,0.0775
"geany.plugin.gproject",-5.12467783068466,0.895,0.0525
"geany.plugin.insertnum",-3.3662300869459,0.8925,0.045
"geany.plugin.latex",-3.97251587053801,0.8825,0.0575
"geany.plugin.lipsum",-2.93497416679024,0.88,0.035
"geany.plugin.lua",-2.59038542975848,0.87,0.0475
"geany.plugin.macro",-3.04005889095721,0.8675,0.0625
"geany.plugin.numberedbookmarks",-3.1393026302989,0.8875,0.0575
"geany.plugin.pg",-3.9201502042255,0.895,0.07
"geany.plugin.prettyprinter",-3.00274349041827,0.8775,0.0375
"geany.plugin.prj",-2.74013632435602,0.875,0.05
"geany.plugins",-3.11058169641982,0.8475,0.05
"geany.plugins.common",-4.12950037663992,0.87,0.055
"geany.plugin.sendmail",-5.97745038332212,0.9175,0.0625
"geany.plugin.shiftcolumn",-2.67149965321465,0.8875,0.0725
"geany.plugin.spellcheck",-3.77017339931037,0.8675,0.045
"geany.plugin.tableconvert",-2.54449620640413,0.8725,0.0325
"geany.plugin.treebrowser",-2.81127564534802,0.895,0.04
"geany.plugin.updatechecker",-2.7853846436393,0.86,0.0625
"geany.plugin.vc",-2.51617865413065,0.8675,0.05
"geany.plugin.webhelper",-2.99473331424306,0.86,0.065
"geany.plugin.xmlsnippets",-2.30258443525866,0.885,0.03
"geary",3.50315253436274,0.0325,0.915
"geda",-3.70526435711673,0.88,0.06
"geda.doc",-3.19749470046386,0.8775,0.045
"geda.examples",-3.12117122990319,0.865,0.0575
"geda.gattrib",-3.77907993360441,0.885,0.07
"geda.gnetlist",-3.18646926642432,0.885,0.045
"geda.gschem",-2.88935660613193,0.8975,0.045
"geda.gsymcheck",-3.1826500871229,0.8825,0.06
"geda.symbols",-4.34646270767197,0.8875,0.055
"geda.utils",-2.79208229074369,0.8775,0.0425
"geeqie",0.320071266988945,0.455,0.3
"geeqie.common",0.373925205683888,0.4075,0.3
"gem",-0.0491146038067979,0.4825,0.3425
"gem.doc",-0.115542897822649,0.5225,0.33
"gem.extra",-0.205330279454371,0.5275,0.325
"gem.plugin.gmerlin",-0.391416734578488,0.535,0.32
"gem.plugin.lqt",-0.091149509109596,0.48,0.31
"gem.plugin.magick",-0.29630255988808,0.54,0.3575
"gem.plugin.v",-0.281440852155414,0.53,0.2975
"genextfs",-3.51554986916044,0.835,0.085
"geoclue.hostip",-1.68521113956119,0.7425,0.1425
"geoclue.localnet",-1.19546820958822,0.7675,0.105
"geoclue.manual",-1.18429599619529,0.7375,0.1175
"geoclue.yahoo",-1.11669111886896,0.7225,0.1375
"geogebra",0.370965162216827,0.4075,0.2925
"geoip.bin",3.4613639393256,0.2225,0.7125
"geoip.database.extra",1.21556814946258,0.3925,0.465
"gfortran",0.975828316293174,0.365,0.465
"ghostess",2.32470655796364,0.125,0.75
"gimp.dcraw",2.88186471718914,0.1025,0.7525
"gimp.lensfun",2.37173797233181,0.205,0.715
"gimp.texturize",2.34934857017687,0.195,0.7325
"gimp.ufraw",0.38829060835751,0.435,0.2775
"gitg",0.110379094818346,0.53,0.3525
"gkrellm",3.47512465431209,0.12,0.7425
"glances",-0.253359301013298,0.56,0.1525
"glchess",0.403294028332925,0.4175,0.18
"gliese",-3.20243018822353,0.8775,0.0675
"glines",-0.313844801204041,0.6275,0.0875
"gltron",1.46396035231534,0.235,0.6025
"gmchess",7.12459621695627,0,0.98
"gmetad",1.04203901711608,0.3475,0.4875
"gmrun",2.24640503693606,0.0425,0.8525
"gnat",4.03282182696666,0.08,0.815
"gnect",-0.211882915409426,0.5975,0.07
"gnibbles",-0.195282288071352,0.5925,0.0725
"gnobots",-0.210978092404461,0.6075,0.0725
"gnokii",4.02348783675786,0.14,0.775
"gnokii.cli",3.09614818902323,0.0925,0.77
"gnokii.common",4.57859703190037,0.09,0.8
"gnome.activity.journal",1.21724569221153,0.315,0.5625
"gnome.audio",1.96906315363718,0.1575,0.725
"gnome.brave.icon.theme",0.0349843020630538,0.49,0.285
"gnome.cards.data",3.45304196350511,0.0225,0.9175
"gnome.colors",-0.723003419270321,0.615,0.2725
"gnome.colors.common",-0.153775686705015,0.5525,0.1625
"gnome.commander",0.921528127259373,0.2975,0.49
"gnome.commander.data",0.833036270889342,0.35,0.4375
"gnome.do",1.99938312507356,0.165,0.7025
"gnome.do.plugins",4.79646323218756,0.2175,0.7575
"gnome.dust.icon.theme",-1.21802542960777,0.6375,0.2625
"gnome.games.extra.data",-1.33881593256318,0.84,0.0325
"gnome.getting.started.docs",0.793241967718403,0.38,0.445
"gnome.hearts",1.30510293219266,0.3125,0.5475
"gnome.human.icon.theme",-0.931234698528187,0.6325,0.25
"gnome.hwp.support",1.85137173379469,0.185,0.6825
"gnome.icon.theme.extras",0.499416910597497,0.3875,0.3025
"gnome.icon.theme.nuovo",1.1466385436134,0.41,0.4675
"gnome.icon.theme.suede",0.906291282675219,0.365,0.4725
"gnome.icon.theme.yasis",0.895676030171462,0.445,0.4625
"gnome.illustrious.icon.theme",-1.21786710033629,0.645,0.2475
"gnome.mastermind",5.29702949812621,0,0.9625
"gnome.nds.thumbnailer",2.75614803987547,0.2525,0.6775
"gnome.nibbles",1.92861026444398,0.0675,0.8325
"gnome.noble.icon.theme",-1.19150766845511,0.6625,0.2325
"gnome.osd",6.89585844883185,0,0.955
"gnome.paint",-0.310769008805371,0.5825,0.26
"gnome.panel.control",5.14995857388627,0.09,0.77
"gnome.robots",1.78491887988828,0.0425,0.79
"gnome.search.tool",1.16752500178965,0.0775,0.6025
"gnome.sound.recorder",0.986650673397756,0.3175,0.4725
"gnome.themes.extras",-1.75335855108237,0.8975,0.02
"gnome.web.photo",2.86705716871937,0.1975,0.7675
"gnome.wine.icon.theme",-0.72549367306593,0.6375,0.24
"gnome.wise.icon.theme",-0.478819253801121,0.65,0.17
"gnome.xcf.thumbnailer",-0.375118945547179,0.5775,0.2025
"gnomine",-0.149712586184294,0.645,0.0625
"gnote",1.81221724083554,0.2275,0.64
"gnotravex",-0.376976953211488,0.6675,0.075
"gnotski",-0.346820257185136,0.625,0.0675
"gnubg",3.71858241867391,0.09,0.7675
"gnubg.data",5.23787599699285,0.1075,0.7875
"gnuchess",1.22006104390137,0.0575,0.6675
"gnuchess.book",0.925280771179204,0.18,0.395
"gnudoq",1.56994579364635,0.255,0.6575
"gnugo",4.65574370515793,0.0025,0.98
"gnumeric",1.66107109907033,0.015,0.87
"gnuplot.data",2.66149166780449,0.09,0.8025
"gnuplot.qt",2.48017295926338,0.095,0.7925
"gnuplot.tex",2.58405277580026,0.0925,0.8025
"gnupod.tools",0.887494046646333,0.4,0.4375
"gnutls.bin",0.70665560321663,0.3,0.43
"gobby",1.00556554133961,0.2325,0.4875
"gobby.infinote",-0.450524496539799,0.6,0.17
"gobi.loader",1.64201677292563,0.2075,0.6375
"gobject.introspection",2.2868307740944,0.235,0.68
"goldendict",7.01881253580807,0,0.955
"googleearth.package",1.96928337074279,0.2125,0.7025
"gpac",2.37663412575395,0.245,0.685
"gpac.modules.base",2.80309977442701,0.2175,0.6675
"gperiodic",1.08656880101338,0.355,0.505
"gpodder",0.369085850548382,0.4875,0.3675
"gpp",1.18754648261288,0.2275,0.5175
"gpsd",-0.276552211288853,0.555,0.1775
"gpsd.clients",3.3921558842688,0.07,0.7775
"gpsim",-2.63882284908077,0.8675,0.0575
"gputils",-3.64945406857857,0.885,0.07
"gputils.common",-5.30425295292506,0.89,0.06
"gputils.doc",-2.84865511085573,0.8925,0.0525
"gramps",-2.8860128137823,0.735,0.1825
"granatier",-3.04927574077272,0.8975,0.03
"graphicsmagick",1.96053667276132,0.165,0.68
"graphicsmagick.imagemagick.compat",2.15917229748809,0.16,0.7025
"graphicsmagick.libmagick.dev.compat",3.33265465021247,0.195,0.75
"gretl",0.867478904855464,0.39,0.45
"gretl.common",0.75409969642129,0.4125,0.435
"gretl.data",1.0570381162093,0.3875,0.46
"gretl.doc",1.18664774317096,0.3425,0.5325
"grisbi",-0.930188504897627,0.6225,0.215
"grisbi.common",-1.2813503484084,0.655,0.24
"grml.debootstrap",-2.48516410120681,0.8475,0.0925
"grmlusb",-1.92557678139528,0.84,0.0525
"grub.efi",0.909322750874061,0.275,0.48
"grub.efi.amd",0.841862397888434,0.3375,0.4675
"grub.efi.ia",3.80630132805944,0.1975,0.7725
"grub.efi.ia.bin",0.444422719934255,0.38,0.3075
"grub.legacy",3.99795164637616,0.1075,0.83
"gscanpdf",-2.98018883436455,0.855,0.035
"gsfonts.other",-0.109411119160248,0.515,0.3325
"gsimplecal",4.09518856473291,0.0725,0.91
"gst",-0.880121252156826,0.6475,0.2025
"gtali",-0.234222834218706,0.6425,0.1
"gtans",5.62834260916422,0,0.9525
"gtg",-4.20469836026562,0.8975,0.02
"gtick",-0.511970332074926,0.5925,0.1925
"gtkam.gimp",2.27305684371787,0.22,0.69
"gtk.engines.aurora",0.620761203574946,0.39,0.405
"gtk.engines.qtcurve",1.60349255081575,0.105,0.6925
"gtk.engines.ubuntulooks",-0.724344821089189,0.6025,0.2625
"gtk.engines.xfce",0.0575929889591248,0.555,0.2025
"gtkorphan",2.65741010063768,0.1825,0.71
"gtkpod",1.92969651651828,0.165,0.6825
"gtkpod.data",1.52155631266665,0.1725,0.6325
"gtranslator",-3.76974581433433,0.8825,0.0625
"guake",0.39118909161989,0.475,0.355
"gummi",1.20023054000771,0.37,0.52
"gv",3.28034122799016,0.09,0.755
"gwc",3.50974446816039,0.1025,0.7475
"gxmessage",3.45421895019213,0.0175,0.925
"gyp",1.13975199756482,0.37,0.5075
"hamster.applet",-0.00391330837326425,0.5225,0.1875
"handbrake",0.902496291436441,0.345,0.4825
"hannah",6.88287929124781,0,0.96
"hannah.data",5.99972697406802,0,0.9525
"haveged",3.2733186908278,0.17,0.7825
"hdapsd",2.22144916250704,0.23,0.7125
"hdf.helpers",0.984090205513704,0.4075,0.4925
"hdhomerun.config",0.95251046351405,0.3925,0.425
"hex.a.hop",6.26680232648497,0,0.96
"hfsplus",1.76899021402137,0.025,0.8225
"hiera",-2.49326487991014,0.8425,0.0625
"hledger",5.26033895901274,0.1525,0.7925
"homebank",4.13358302682919,0.075,0.8125
"homebank.data",4.05813329340088,0.095,0.8025
"hopenpgp.tools",3.10339774916579,0.1575,0.7625
"hplip.gui",-1.23913874906098,0.6225,0.2875
"hsetroot",0.607008767982785,0.385,0.4075
"human.icon.theme",-0.957558926657961,0.715,0.1325
"hunspell",0.905002604051021,0.3125,0.5
"hunspell.ar",4.49584561900712,0.195,0.775
"hunspell.de.at",6.19895100056327,0.0175,0.94
"hunspell.de.ch",9.42662717890595,0.035,0.93
"hunspell.de.de",3.15039300248948,0,0.99
"hunspell.en.ca",2.11074552723496,0.025,0.87
"hunspell.eu.es",3.33444126572511,0.0925,0.78
"hunspell.fr",4.79288299937753,0.0025,0.9775
"hunspell.fr.classical",4.57955750643289,0.0025,0.9775
"hunspell.gl.es",4.05415592631608,0.0925,0.82
"hunspell.ru",10.1089448492427,0.04,0.9325
"hunspell.tools",1.1836557914022,0.355,0.5375
"hunspell.vi",4.01388163576449,0.1875,0.795
"hydrogen.drumkits",2.66241893595009,0.0125,0.9475
"hyperv.modules",-5.03091403770647,0.9125,0.01
"hyphen.af",0.150487319406876,0.4475,0.3325
"hyphen.ca",1.22048039195976,0.3275,0.52
"hyphen.de",4.90744954697785,0.0025,0.985
"hyphen.fr",4.59417791406309,0.0025,0.985
"hyphen.it",6.66715648110156,0.0325,0.9325
"hyphen.ru",7.5318458392027,0.05,0.92
"hyphen.sr",4.93198913907431,0.115,0.7875
"i",1.32138374263154,0.015,0.775
"ibrazilian",1.65261178914962,0.2425,0.645
"ibus.anthy",4.4186205696516,0.185,0.8
"ibus.hangul",4.45108767120745,0.17,0.8025
"ibus.table.wubi",3.05551414603043,0.1,0.7675
"ibus.unikey",5.8068797258417,0.2025,0.8125
"icc.profiles.free",0.563922896912565,0.3175,0.235
"icedove.ln.all",3.25273091826745,0.16,0.7425
"icedove.ln.ar",4.05762068470305,0.1975,0.77
"icedove.ln.ast",4.09204326932472,0.2075,0.775
"icedove.ln.be",4.0081190904951,0.1775,0.775
"icedove.ln.bg",4.65032468839321,0.1875,0.78
"icedove.ln.bn.bd",3.17021453798021,0.1775,0.7725
"icedove.ln.br",3.5395170692945,0.17,0.8
"icedove.ln.ca",5.08609749997754,0.195,0.7725
"icedove.ln.cs",3.28479622196364,0.1725,0.7525
"icedove.ln.da",4.38813315086783,0.1775,0.7775
"icedove.ln.de",1.73882795296308,0.1075,0.7175
"icedove.ln.el",3.26977210784821,0.1825,0.7625
"icedove.ln.en.gb",3.14125115959411,0.1625,0.7475
"icedove.ln.es.ar",3.50176016500922,0.165,0.7525
"icedove.ln.es.es",3.10840054167395,0.1725,0.7525
"icedove.ln.et",2.95568004339591,0.1775,0.7825
"icedove.ln.eu",4.00600699304926,0.2175,0.76
"icedove.ln.fi",4.51894472214168,0.2025,0.7875
"icedove.ln.fr",4.02802623306941,0.2175,0.7725
"icedove.ln.fy.nl",3.58761393556512,0.19,0.7625
"icedove.ln.ga.ie",6.11556461130133,0.185,0.7875
"icedove.ln.gd",4.87514703945806,0.1675,0.765
"icedove.ln.gl",3.96737610851839,0.195,0.7525
"icedove.ln.he",2.89938124397904,0.185,0.75
"icedove.ln.hr",3.92416295922374,0.205,0.77
"icedove.ln.hu",2.71239393346541,0.1575,0.7325
"icedove.ln.hy.am",4.02009719600463,0.15,0.7825
"icedove.ln.id",2.97681501886354,0.19,0.74
"icedove.ln.is",3.78548976095283,0.195,0.77
"icedove.ln.it",2.78158947703519,0.1675,0.73
"icedove.ln.ja",2.57534482033866,0.195,0.7325
"icedove.ln.ko",4.68986692744915,0.23,0.77
"icedove.ln.lt",3.20885972888721,0.165,0.7825
"icedove.ln.nb.no",2.65511361490247,0.16,0.7725
"icedove.ln.nl",2.91831954392988,0.2225,0.7225
"icedove.ln.nn.no",4.45351312608116,0.2,0.785
"icedove.ln.pa.in",3.72867764208676,0.18,0.7725
"icedove.ln.pl",2.8491730656185,0.17,0.7675
"icedove.ln.pt.br",3.71596410118364,0.175,0.745
"icedove.ln.pt.pt",3.96041061784189,0.175,0.775
"icedove.ln.rm",3.77730924930922,0.1975,0.765
"icedove.ln.ro",3.28773896569079,0.17,0.765
"icedove.ln.ru",4.3551841513229,0.205,0.7775
"icedove.ln.si",3.39458845556059,0.1775,0.7875
"icedove.ln.sk",4.71751144408072,0.1675,0.79
"icedove.ln.sl",2.84066141594982,0.15,0.7475
"icedove.ln.sq",3.35793160657739,0.1625,0.79
"icedove.ln.sr",3.70455055901563,0.21,0.7725
"icedove.ln.sv.se",4.2402246141551,0.2,0.7625
"icedove.ln.ta.lk",2.79942939527478,0.18,0.7225
"icedove.ln.tr",3.75831039512734,0.1775,0.76
"icedove.ln.uk",3.23126162676775,0.18,0.7625
"icedove.ln.vi",3.64525248609915,0.175,0.7275
"icedove.ln.zh.cn",3.17946323644481,0.1825,0.755
"icedtea.plugin",1.37455643204327,0.2125,0.56
"iceowl.extension",3.67838100885968,0.125,0.775
"iceweasel.ln.de",0.737542471416511,0.3225,0.4375
"iceweasel.ln.es.ar",3.82686080051305,0.1175,0.775
"iceweasel.ln.es.es",3.50599593120481,0.095,0.775
"iceweasel.ln.pt.br",2.56384840488488,0.11,0.7125
"ic.modules",-3.5206247924747,0.885,0.035
"idjc",-0.505788233178239,0.54,0.3225
"ienglish.common",3.09257485593204,0.0775,0.77
"iftop",0.25839855414334,0.4625,0.155
"ihungarian",1.00946957172542,0.305,0.5225
"ilock",1.58555627868972,0.1725,0.6275
"imagination.common",0.879011878295285,0.38,0.4375
"imvirt",1.0516902394271,0.3275,0.5025
"imvirt.helper",1.16949063508253,0.2825,0.5025
"indicator.session.gtk",-3.12971393480488,0.8675,0.0575
"inetutils.inetd",3.94675039943913,0.095,0.82
"ingerman",4.40573490193801,0.1025,0.795
"inotify.tools",0.589903725584565,0.3375,0.36
"inxi",1.29206550025571,0.0575,0.665
"iotop",0.293377991082588,0.425,0.1725
"iperf",0.43295127510881,0.4075,0.3025
"ipmitool",-3.35077324546155,0.8475,0.0725
"iptraf",-0.749881732728854,0.7775,0.035
"iptstate",-2.74492273654123,0.845,0.0775
"ipxe",3.84595679571934,0.11,0.7775
"ipxe.qemu",1.02190522927594,0.22,0.5125
"ir.lv",-0.073496287760266,0.5025,0.325
"isc.dhcp.server",0.613924190350239,0.375,0.4175
"isdnutils.base",3.59347858126652,0.0975,0.8
"ispanish",-2.7494633556678,0.895,0.045
"istanbul",0.918110246134563,0.36,0.445
"istatus",2.54125854703212,0.1525,0.735
"iverilog",-3.13792902400067,0.8825,0.0525
"i.wm",4.39805541844039,0.19,0.7725
"jack",-2.85443621342134,0.765,0.145
"jack.keyboard",-0.181658727653703,0.52,0.295
"jack.tools",2.27713968687087,0.1525,0.7175
"jamin",1.79050564752013,0.16,0.6775
"jarwrapper",3.02704769202456,0.09,0.765
"javahelp",0.433115470826262,0.3925,0.3125
"jcal",-0.882606136085819,0.6325,0.245
"jclic",-0.467549276439367,0.645,0.175
"jfractionlab",-2.30459063003726,0.8775,0.0575
"jfs.modules",-4.09721121569221,0.89,0.015
"jmtpfs",2.19368368464921,0.25,0.6775
"josm",-2.99806277965513,0.8975,0.06
"josm.plugins",-2.98116373430777,0.905,0.04
"jovie",2.66128851483823,0.05,0.865
"juk",2.32700436588117,0.0675,0.85
"junit",-0.478982607800666,0.6,0.165
"kaddressbook",2.73422537713044,0.0075,0.98
"kalarm",-2.46761709199639,0.905,0.025
"kalgebra",-1.97924612976973,0.9225,0
"kalgebra.common",-2.01857908876046,0.9375,0
"kanjidic",-2.17894653415719,0.9075,0.0275
"kapman",-1.73136838052452,0.885,0.03
"kapptemplate",3.3335386514101,0.0925,0.81
"karbon",1.3833045105826,0.28,0.595
"kazam",-0.942139233582594,0.6375,0.2425
"kbattleship",3.18749072121636,0.0825,0.7625
"kb.extrathemes",0.85043513809138,0.3925,0.4475
"kblackbox",-3.1799439360678,0.8975,0.03
"kblocks",-2.40101688662471,0.9,0.025
"kbounce",-2.62245860104768,0.885,0.0275
"kbreakout",-0.351671650698842,0.625,0.1325
"kbuild",2.56174949450096,0.0425,0.89
"kcachegrind",3.5360348969429,0.1125,0.78
"kcharselect",-3.04158283507866,0.9,0.0175
"kcolorchooser",-0.613445631891487,0.685,0.0875
"kdeaccessibility",4.43974346105632,0.1025,0.8075
"kdeadmin",5.49884138170243,0.095,0.8125
"kdeartwork",3.97031640212972,0.105,0.79
"kdeartwork.emoticons",-0.764266952437645,0.7075,0.0625
"kdeartwork.style",3.75715125660562,0.0925,0.7475
"kdeartwork.theme.window",3.02264201005872,0.105,0.77
"kde.baseapps",-0.809659390776275,0.7425,0.035
