clade,Name,Parent,Start,Stop
Redhat,Asianux,Miracle,2004-06-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Happy,Red Hat,2000-09-01T00:00:00Z,2002-05-01T00:00:00Z
Redhat,Pingo,Red Hat,2000-10-01T00:00:00Z,2007-01-01T00:00:00Z
Redhat,Best,Red Hat,2000-10-24T00:00:00Z,2004-12-24T00:00:00Z
Redhat,Rocks,Red Hat,2000-11-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,ClarkConnect,Red Hat,2000-11-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,ASP,Red Hat,2001-03-22T00:00:00Z,2008-11-26T00:00:00Z
Redhat,Aurora,Red Hat,2001-11-05T00:00:00Z,2009-11-08T00:00:00Z
Redhat,SuperRescue,Red Hat,2001-05-01T00:00:00Z,2003-01-01T00:00:00Z
Redhat,Independence,Red Hat,2001-06-01T00:00:00Z,2008-01-01T00:00:00Z
Redhat,HP Secure,Red Hat,2001-07-26T00:00:00Z,2002-10-15T00:00:00Z
Redhat,K12,Red Hat,2001-07-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Haydar,Red Hat,2002-01-26T00:00:00Z,2003-04-06T00:00:00Z
Redhat,Bayanihan,Red Hat,2002-06-20T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Aurox,Red Hat,2002-11-13T00:00:00Z,2006-10-30T00:00:00Z
Redhat,BLAG,Red Hat,2002-10-22T00:00:00Z,2013-01-01T00:00:00Z
Redhat,LinuxInstall,Red Hat,2003-01-07T00:00:00Z,2003-07-21T00:00:00Z
Redhat,Berry,Red Hat,2003-04-13T00:00:00Z,2013-01-01T00:00:00Z
Redhat,AnNyung,Red Hat,2003-06-14T00:00:00Z,2013-01-01T00:00:00Z
Redhat,ATmission,Red Hat,2003-08-23T00:00:00Z,2005-09-26T00:00:00Z
Redhat,Fedora Core,Red Hat,2003-11-06T00:00:00Z,2013-01-01T00:00:00Z
Redhat,NST,Fedora Core,2003-12-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Momonga,Fedora Core,2004-08-06T00:00:00Z,2013-01-01T00:00:00Z
Redhat,MythDora,Fedora Core,2005-06-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,AsianLinux,Fedora Core,2005-07-02T00:00:00Z,2007-04-29T00:00:00Z
Redhat,FoX,Fedora Core,2004-10-01T00:00:00Z,2006-04-01T00:00:00Z
Redhat,Ekaaty,Fedora Core,2006-08-15T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Amahi,Fedora Core,2007-01-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Vixta,Fedora Core,2007-09-20T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Ojuba,Fedora Core,2008-08-07T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Moblin 2,Fedora Core,2008-08-19T00:00:00Z,2010-05-26T00:00:00Z
Redhat,MeeGo,Moblin 2,2010-05-26T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Mer,MeeGo,2011-10-03T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Tizen,MeeGo,2012-01-05T00:00:00Z,2013-01-01T00:00:00Z
Redhat,VortexBox,Fedora Core,2008-11-28T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Hanthana,Fedora Core,2009-11-17T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Synergy,Fedora Core,2010-06-15T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Fusion,Fedora Core,2010-10-14T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Fuduntu,Fedora Core,2010-11-07T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Parsidora,Fedora Core,2010-12-28T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Viperr,Fedora Core,2011-12-13T00:00:00Z,2013-01-01T00:00:00Z
Redhat,PUIAS,Red Hat,2003-12-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,CentOS,Red Hat,2003-12-01T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Asterisk@Home,CentOS,2004-11-09T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Elastix,CentOS,2006-12-29T00:00:00Z,2013-01-01T00:00:00Z
Redhat,BlueOnyx,CentOS,2008-12-31T00:00:00Z,2013-01-01T00:00:00Z
Redhat,OpenNode,CentOS,2010-02-21T00:00:00Z,2013-01-01T00:00:00Z
Redhat,White Box,Red Hat,2003-12-17T00:00:00Z,2009-08-01T00:00:00Z
Redhat,Tao,Red Hat,2004-12-04T00:00:00Z,2006-06-14T00:00:00Z
Redhat,BioBrew,Red Hat,2004-01-20T00:00:00Z,2005-02-23T00:00:00Z
Redhat,CERN,Red Hat,2004-04-16T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Scientific,Red Hat,2004-05-10T00:00:00Z,2013-01-01T00:00:00Z
Redhat,StartCom,Red Hat,2004-08-26T00:00:00Z,2013-01-01T00:00:00Z
Redhat,Oracle Enterprise,Red Hat,2006-10-25T00:00:00Z,2013-01-01T00:00:00Z
Redhat,FrameOS,Red Hat,2010-07-15T00:00:00Z,2013-01-01T00:00:00Z
Redhat,ServOS,Red Hat,2011-07-01T00:00:00Z,2013-01-01T00:00:00Z
