package.name,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,host.specialist
libcgi-fast-perl,13,5199.8461538462,6460.3577423577,522.25153387,10,-2.4136101223,0.01,999,1
libcgi-formalware-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-formbuilder-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-formbuilder-source-yaml-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-pm-perl,15,5737.4476190476,6455.1199008532,486.3945138405,78,-1.4754941953,0.078,999,0
libcgi-psgi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-session-driver-memcached-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-session-expiresessions-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-session-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-session-serialize-yaml-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-simple-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-ssi-parser-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-ssi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-struct-xs-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-untaint-date-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-untaint-email-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-untaint-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-uploader-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-validop-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-xmlapplication-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-xmlform-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-xml-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcglib-java,2,8952,6451.4064064064,1873.8661183387,872.5,1.3344569119,0.8725,999,0
libcglib-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcgmanager-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcgns,1,NA,NA,NA,NA,NA,NA,999,NA
libcgns-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcgroup,1,NA,NA,NA,NA,NA,NA,999,NA
libcgroup-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcgroup-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcgsi-gsoap,1,NA,NA,NA,NA,NA,NA,999,NA
libcgsi-gsoap-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchado-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchamplain-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libchamplain-gtk-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcharls,1,NA,NA,NA,NA,NA,NA,999,NA
libcharls-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcharon-extra-plugins,1,NA,NA,NA,NA,NA,NA,999,NA
libchart-clicker-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchart-gnuplot-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchart-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchart-strip-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchasen,1,NA,NA,NA,NA,NA,NA,999,NA
libchasen-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchealpix,1,NA,NA,NA,NA,NA,NA,999,NA
libchealpix-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libchealpix-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcheck-isa-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcheese-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcheese-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcheese-gtk-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchef-ruby,1,NA,NA,NA,NA,NA,NA,999,NA
libchef-ruby virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libc++-helpers,1,NA,NA,NA,NA,NA,NA,999,NA
libchemistry-elements-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchemistry-formula-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchemistry-openbabel-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchewing-data virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libchewing-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libchewing-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchewing virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libchicken,1,NA,NA,NA,NA,NA,NA,999,NA
libchicken-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchi-driver-memcached-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchild-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchipcard,1,NA,NA,NA,NA,NA,NA,999,NA
libchipcard-data,1,NA,NA,NA,NA,NA,NA,999,NA
libchipcard-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchipcard-libgwenhywfar-plugins,1,NA,NA,NA,NA,NA,NA,999,NA
libchipcard-pcsc-card-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libchipcard-tools,1,NA,NA,NA,NA,NA,NA,999,NA
libchi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libchipmunk,1,NA,NA,NA,NA,NA,NA,999,NA
libchise,1,NA,NA,NA,NA,NA,NA,999,NA
libchise-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchm-bin,1,NA,NA,NA,NA,NA,NA,999,NA
libchm-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchromaprint-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libchromaprint-tools,1,NA,NA,NA,NA,NA,NA,999,NA
libc-icap-mod-clamav,1,NA,NA,NA,NA,NA,NA,999,NA
libc-icap-module virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libc-icap-mod-urlcheck,1,NA,NA,NA,NA,NA,NA,999,NA
libc-icap-mod-virus-scan,1,NA,NA,NA,NA,NA,NA,999,NA
libcigicl,1,NA,NA,NA,NA,NA,NA,999,NA
libcigicl-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcigicl-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcilkrts-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcinnamon-control-center,4,5974,6413.508008008,1102.9577972519,414,-0.3984812557,0.414,999,0
libcinnamon-control-center-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcinnamon-desktop,4,5974,6396.6209542876,1134.1230411653,416,-0.3726411853,0.416,999,0
libcinnamon-desktop-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcinnamon-desktop-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcinnamon-menu,4,5974,6367.9931598265,1111.7919688606,419,-0.3543766917,0.419,999,0
libcipux-dog-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-object-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-passwd-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-rbac-simple-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-rpc-client-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-rpc-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-storage-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcipux-task-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcitadel,1,NA,NA,NA,NA,NA,NA,999,NA
libcitadel-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcitadel-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcitygml,1,NA,NA,NA,NA,NA,NA,999,NA
libcitygml-bin,1,NA,NA,NA,NA,NA,NA,999,NA
libcitygml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcjs,2,4460,6479.7427427427,1842.9429373221,142,-1.0959334127,0.142,999,0
libcjs-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcjs-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libck,1,NA,NA,NA,NA,NA,NA,999,NA
libck-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libckit-smlnj,1,NA,NA,NA,NA,NA,NA,999,NA
libckyapplet,1,NA,NA,NA,NA,NA,NA,999,NA
libckyapplet-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclalsadrv,2,8952,6413.2522522523,1815.4588400822,873,1.3984055665,0.873,999,0
libclalsadrv-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclam,1,NA,NA,NA,NA,NA,NA,999,NA
libclamav,7,7406.0952380952,6448.4333857667,796.7126551426,880,1.2020166194,0.88,999,0
libclamav-client-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclamav-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclam-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclam-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclam-qtmonitors,1,NA,NA,NA,NA,NA,NA,999,NA
libclam-qtmonitors-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclamunrar,1,NA,NA,NA,NA,NA,NA,999,NA
libclanapp,1,NA,NA,NA,NA,NA,NA,999,NA
libclang,1,NA,NA,NA,NA,NA,NA,999,NA
libclang-common,1,NA,NA,NA,NA,NA,NA,999,NA
libclang-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclanlib-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclansdl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-chained-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-children-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-class-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-classy-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-grouped-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-lite-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-lvalue-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-accessor-named-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclassad,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-adapter-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclassad-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-autoloadcan-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-autouse-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-base-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-c-adopt-next-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-c-componentised-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-container-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-contract-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-c-perl,5,4869,6421.9821821822,975.948779929,51,-1.591253777,0.051,999,0
libclass-csv-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-c-xs-perl,5,4869,6409.5265265265,992.3476901385,60,-1.5524060184,0.06,999,0
libclass-data-accessor-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-data-inheritable-perl,5,5205.8,6413.0762762763,980.1918445754,115,-1.2316734555,0.115,999,0
libclass-date-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-abstractsearch-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-asform-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-fromcgi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-fromform-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-loader-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-loader-relationship-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-mysql-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-pager-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-pg-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-plugin-abstractcount-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-plugin-pager-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-plugin-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-plugin-retrieveall-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-plugin-type-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-sqlite-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-dbi-sweet-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-default-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-delegator-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-errorhandler-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-factory-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-factory-util-perl,4,5616.6666666667,6406.8571905239,1104.7497847777,276,-0.7152665108,0.276,999,0
libclass-field-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-forward-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-gomor-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-handle-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-inner-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-insideout-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-loader-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-load-perl,4,5312.3333333333,6394.1643309977,1124.9534357345,180.5,-0.9616673573,0.1805,999,0
libclass-load-xs-perl,2,2576,6423.7297297297,1813.415536175,18,-2.1218135904,0.018,999,1
libclass-makemethods-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-meta-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-methodmaker-perl,4,5416,6447.7018685352,1091.3083400561,189,-0.9453807239,0.189,999,0
libclass-method-modifiers-perl,8,6102.4285714286,6413.2305877306,724.0682834317,312,-0.4292440691,0.312,999,0
libclass-mixinfactory-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-mix-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-multimethods-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-objecttemplate-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-ooorno-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-pluggable-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-prototyped-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-refresh-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-returnvalue-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-spiffy-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-std-fast-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-std-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-std-storable-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-std-utils-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-throwable-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-tiny-perl,2,2576,6282.7857857858,1813.3696360732,21,-2.0441424142,0.021,999,1
libclass-trait-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-trigger-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-unload-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-virtual-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-whitehole-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclassworlds-java,1,NA,NA,NA,NA,NA,NA,999,NA
libclassworlds-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-xsaccessor-array-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libclass-xsaccessor-perl,4,6990.3333333333,6414.3435101768,1116.9423686718,638,0.5156844608,0.638,999,0
libclassycle-java,1,NA,NA,NA,NA,NA,NA,999,NA
libclassycle-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-application,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-application-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-configuration-file,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-configuration-file-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-dynamic-library,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-dynamic-library-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-graphic,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-graphic-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-in,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-logger,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-logger-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-net,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-net-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaws-mail-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-tween,1,NA,NA,NA,NA,NA,NA,999,NA
libclaw-tween-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclc-dev~git,1,NA,NA,NA,NA,NA,NA,999,NA
libclc-ptx~git,1,NA,NA,NA,NA,NA,NA,999,NA
libclc-r,1,NA,NA,NA,NA,NA,NA,999,NA
libclean-crypto-java,1,NA,NA,NA,NA,NA,NA,999,NA
libclearsilver-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclhep,1,NA,NA,NA,NA,NA,NA,999,NA
libclhep-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcli,2,6090,6542.955955956,1817.3850513614,555,-0.249234996,0.555,999,0
libcli-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcli-framework-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libclinica,1,NA,NA,NA,NA,NA,NA,999,NA
libclipper,1,NA,NA,NA,NA,NA,NA,999,NA
libclipper-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libclipper-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclipper-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclippoly,1,NA,NA,NA,NA,NA,NA,999,NA
libclippoly-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclips,1,NA,NA,NA,NA,NA,NA,999,NA
libclips-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcliquer,1,NA,NA,NA,NA,NA,NA,999,NA
libcliquer-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclirr-maven-plugin-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcli virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libclj-stacktrace-clojure,1,NA,NA,NA,NA,NA,NA,999,NA
libcln-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclojure-maven-plugin-java,1,NA,NA,NA,NA,NA,NA,999,NA
libclone-pp-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcloog-isl-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcloog-ppl,1,NA,NA,NA,NA,NA,NA,999,NA
libcloog-ppl-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libc-loongsonf,1,NA,NA,NA,NA,NA,NA,999,NA
libclosure-compiler-java,1,NA,NA,NA,NA,NA,NA,999,NA
libclosure-compiler-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclsync,1,NA,NA,NA,NA,NA,NA,999,NA
libclsync-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclucene-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclucy-clojure,1,NA,NA,NA,NA,NA,NA,999,NA
libclustalo-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclustalo-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcluster-glue,1,NA,NA,NA,NA,NA,NA,999,NA
libcluster-glue-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclutter-cil,1,NA,NA,NA,NA,NA,NA,999,NA
libclutter-cil-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcluttergesture-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclutter-gst-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libclutter-gst-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libclutter-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcman,1,NA,NA,NA,NA,NA,NA,999,NA
libcman-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcmdliner-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcmdliner-ocaml-dev-arma virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcmdliner-ocaml-dev-sx,1,NA,NA,NA,NA,NA,NA,999,NA
libcmdliner-ocaml-dev-zlvy virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcminpack,1,NA,NA,NA,NA,NA,NA,999,NA
libcminpack-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libc-mips,1,NA,NA,NA,NA,NA,NA,999,NA
libc-mipsn,1,NA,NA,NA,NA,NA,NA,999,NA
libcmis-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcml-smlnj,1,NA,NA,NA,NA,NA,NA,999,NA
libcmlutil-smlnj,1,NA,NA,NA,NA,NA,NA,999,NA
libcmocka,1,NA,NA,NA,NA,NA,NA,999,NA
libcmocka-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcmor,1,NA,NA,NA,NA,NA,NA,999,NA
libcmor-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcmph,1,NA,NA,NA,NA,NA,NA,999,NA
libcmph-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcmph-tools,1,NA,NA,NA,NA,NA,NA,999,NA
libcneartree,1,NA,NA,NA,NA,NA,NA,999,NA
libcneartree-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcnf-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcnoid,1,NA,NA,NA,NA,NA,NA,999,NA
libcnoid-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcob,1,NA,NA,NA,NA,NA,NA,999,NA
libcob-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcobertura-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcobertura-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcobra-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcodemodel-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcodemodel-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcodenarc-groovy-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcodenarc-groovy-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcodesize-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcode-tidyall-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcofoja-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-gles,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-gles-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-pango-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-pango-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcogl-path-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcoin,2,8952,6574.6096096096,1787.3838249305,864,1.3300950569,0.864,999,0
libcoin-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcoin-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcoin-runtime,1,NA,NA,NA,NA,NA,NA,999,NA
libcoinutils-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcoinutils-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcoinutils-doc virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcoinutils virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcojets-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcojets-gfortran,1,NA,NA,NA,NA,NA,NA,999,NA
libcollectdclient,1,NA,NA,NA,NA,NA,NA,999,NA
libcollectdclient-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcollection,1,NA,NA,NA,NA,NA,NA,999,NA
libcollection-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcolorblind-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcolor-calc-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcolorchooser-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcolorchooser-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcolord-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcolord-gtk-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcolorhug-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcolor-library-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcolor-palette-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcolorpicker-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcolorpicker-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcolor-scheme-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcolpack,1,NA,NA,NA,NA,NA,NA,999,NA
libcolpack-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcolt-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcolt-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcomedi,1,NA,NA,NA,NA,NA,NA,999,NA
libcomedi-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcomerr-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcomerr-kth-compat virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcom-hypirion-io-clojure,1,NA,NA,NA,NA,NA,NA,999,NA
libcomment-preprocessor-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcommoncpp-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcommoncpp-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcommoncpp-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-attributes-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-attributes-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-beanutils-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-cli-java,2,8952,6408.948948949,1813.4389446597,878.5,1.4023361848,0.8785,999,0
libcommons-codec-java,7,7444.7619047619,6392.2377615711,783.1219721268,907,1.3440104871,0.907,999,0
libcommons-codec-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-collections-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-compress-java,3,6897.3333333333,6374.1414748081,1353.2573419489,617.5,0.3866166784,0.6175,999,0
libcommons-configuration-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-configuration-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-csv-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-csv-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcommons-daemon-java,1,NA,NA,NA,NA,NA,NA,999,NA
